station,member_casual,latitude,longitude,number_of_rides
Richmond St & Diversey Ave,casual,41.931918427582175,-87.701234481271,1369
Albany Ave & Montrose Ave,member,41.961036786039536,-87.70584761043192,1366
Kedzie Ave & Leland Ave,member,41.966684831307234,-87.70807425169129,1354
Glenwood Ave & Touhy Ave,member,42.01274426975392,-87.66604542709918,1341
Ashland Ave & Belle Plaine Ave,casual,41.95608000902934,-87.66886123093303,1329
Wood St & Webster Ave,casual,41.921043190805115,-87.67280712355154,1329
Malcolm X College,member,41.877614094713856,-87.67389743853916,1328
St. Louis Ave & Fullerton Ave,casual,41.92483402467424,-87.71450099936364,1320
Talman Ave & Addison St,casual,41.94664482848784,-87.6946293262158,1316
Paulina St & Flournoy St,casual,41.87304457873668,-87.66908344455099,1314
Cherry Ave & Blackhawk St,member,41.90722536188119,-87.65564010923077,1313
Clark St & Elmdale Ave,casual,41.99085380341203,-87.66969305658034,1313
N Sheffield Ave & W Wellington Ave,member,41.93777829087023,-87.65222708104581,1310
Chicago Ave & Washington St,casual,42.03256473823981,-87.67916012931592,1301
Kimball Ave & Belmont Ave,casual,41.93940356090769,-87.71208656744615,1300
Damen Ave & Madison St,casual,41.88139601859044,-87.67492157882538,1277
Smith Park,member,41.892009582639,-87.68935954845732,1277
Leavitt St & Addison St,casual,41.946626742039214,-87.68337110538039,1275
Winchester (Ravenswood) Ave & Balmoral Ave,member,41.97977246724706,-87.6775644270196,1275
N Paulina St & Lincoln Ave,member,41.94273492502758,-87.67113149885736,1269
Lake Park Ave & 35th St,casual,41.83126917437301,-87.60879971246825,1260
California Ave & Fletcher St,casual,41.938436964160005,-87.698015338072,1250
California Ave & Montrose Ave,casual,41.961087674201615,-87.69544048749194,1240
Clark St & Schreiber Ave,casual,41.999532829014655,-87.67078130703584,1228
Lake Park Ave & 47th St,member,41.80943747982056,-87.59187712341762,1226
Central Park Ave & Elbridge Ave,casual,41.93534770414876,-87.71686052149586,1210
Sheridan Rd & Greenleaf Ave,member,42.010589415438744,-87.66241393039735,1208
Noble St & Milwaukee Ave (Temp),member,41.899841611028194,-87.6615105099088,1206
State St & 19th St,casual,41.85657978210614,-87.62754707319237,1206
Lincoln Ave & Melrose St,casual,41.940549743945184,-87.66947640597176,1204
Rockwell St & Fletcher St,member,41.939243992057094,-87.69188988515533,1191
MTV Hubbard St,member,41.8898461020942,-87.68022055953743,1189
University Ave & 59th St,member,41.78787718334735,-87.59893114326324,1189
Drake Ave & Addison St,member,41.947363911778154,-87.71759244478407,1181
Wells St & 19th St,casual,41.85679765432247,-87.63386712925386,1166
W Armitage Ave & N Sheffield Ave,casual,41.9185615965236,-87.65229567472961,1165
Monticello Ave & Irving Park Rd,member,41.95399485196878,-87.71908029647008,1153
Central Park Ave & Bloomingdale Ave,casual,41.91416244922338,-87.71676257687609,1146
Woodlawn Ave & 58th St,member,41.789386041945896,-87.59648366639617,1146
University Library (NU),casual,42.052936428026314,-87.67338011342983,1140
Harper Ave & 59th St,casual,41.78794444160667,-87.58830663640035,1139
Kosciuszko Park,casual,41.93055614078553,-87.723813161279793,1133
Western Ave & Lunt Ave,member,42.00851041486702,-87.69040706999999,1128
Morgan St & 31st St,casual,41.83778681431616,-87.65115409564831,1126
Leavitt St & Lawrence Ave,casual,41.9689012970625,-87.68404240091964,1120
Winchester Ave & Elston Ave,casual,41.92407566349149,-87.67644625293644,1117
Sheridan Rd & Columbia Ave,casual,42.00457161926829,-87.66144469155375,1107
Elston Ave & Wabansia Ave,casual,41.91292410277577,-87.6641701761935,1106
Clinton St & 18th St,casual,41.85792228456522,-87.64083806550725,1104
Avondale Ave & Irving Park Rd,casual,41.95340322493648,-87.73198128424683,1102
Ashland Ave & Archer Ave,member,41.83917318081204,-87.66560706979014,1096
Halsted St & Archer Ave,casual,41.8471927911549,-87.6468107168011,1091
Morgan Ave & 14th Pl,casual,41.86239915038781,-87.65110593065559,1083
Damen Ave & Wabansia Ave,casual,41.91201055232558,-87.67765004730232,1075
Emerald Ave & 31st St,casual,41.838208604644194,-87.64512849735955,1068
Claremont Ave & Hirsch St,casual,41.907767329605264,-87.68587698790414,1064
MLK Jr Dr & Pershing Rd,member,41.824587960526316,-87.61678561016917,1064
Rockwell St & Eastwood Ave,casual,41.9658479039603,-87.69369513836484,1058
Lincoln Ave & Byron St,casual,41.95209698378558,-87.67758632692599,1054
Christiana Ave & Lawrence Ave,member,41.96835827717949,-87.7118354299905,1053
Western Ave & 21st St,member,41.854092130427354,-87.68584544247864,1053
Eastlake Ter & Howard St,member,42.019195690844526,-87.66431505043187,1042
Cottage Grove Ave & 51st St,member,41.803026505509216,-87.6066144884966,1031
Laflin St & Cullerton St,casual,41.85487000244379,-87.66363830196481,1023
Ravenswood Ave & Berteau Ave,casual,41.95791389251222,-87.67357777552297,1023
Western Ave & Roscoe St,casual,41.943048759804114,-87.68729614007836,1021
Cottage Grove Ave & 47th St,member,41.80985084802554,-87.60675331274068,1018
Knox Ave & Montrose Ave,member,41.96064838946903,-87.74537710102261,1017
Elston Ave & George St,member,41.93291205319043,-87.6906205,1003
Hermitage Ave & Polk St,casual,41.87151647653041,-87.66990088885345,1003
Damen Ave & Walnut (Lake) St,casual,41.88594478463074,-87.67702191316367,1002
State St & 35th St,casual,41.831056008401596,-87.62685576842158,1001
Western Ave & Fillmore St,casual,41.86862164824065,-87.68618572012133,989
Cottage Grove Ave & 63rd St,member,41.78056512157041,-87.60602434419452,987
Avers Ave & Belmont Ave,casual,41.939407674231944,-87.72356754910479,983
Paulina St & Howard St,casual,42.019150886551024,-87.67356213694899,980
Canal St & Harrison St,casual,41.87426848137113,-87.63954292730928,970
Spaulding Ave & Division St,member,41.9026945806341,-87.70914814589398,962
Rockwell St & Fletcher St,casual,41.939129286858034,-87.69217574755741,958
Woodlawn Ave & Lake Park Ave,member,41.81409045671891,-87.59700863602926,957
Wentworth Ave & 35th St,casual,41.83078487355415,-87.63250353434279,951
California Ave & Byron St,casual,41.952162087216934,-87.6980623069418,945
Cherry Ave & Blackhawk St,casual,41.90722813129374,-87.65565261478261,943
State St & 29th St,member,41.841713508545645,-87.62694053100849,942
N Southport Ave & W Newport Ave,member,41.94284524227902,-87.66281923052183,939
Clark St & Jarvis Ave,member,42.01596573334405,-87.67500117622723,933
Spaulding Ave & Division St,casual,41.90267342708379,-87.70909800284005,919
Calumet Ave & 33rd St,casual,41.834859849422656,-87.61791223262527,918
Ogden Ave & Congress Pkwy,casual,41.87500634660851,-87.67324043770992,917
Lake Park Ave & 47th St,casual,41.80943473197354,-87.59187888887541,907
N Damen Ave & W Chicago Ave,member,41.8966805904646,-87.67848233751107,904
Campbell Ave & Augusta Blvd,member,41.899537533281425,-87.68947992797553,899
Troy St & Elston Ave,casual,41.945230263726366,-87.70664659892103,899
Racine Ave & 15th St,casual,41.86125302315145,-87.65654944399778,898
Campbell Ave & Montrose Ave,casual,41.96155200675585,-87.6912205213378,897
Damen Ave & Cullerton St,casual,41.854971980941706,-87.67565137061659,892
Western Ave & Granville Ave,member,41.994165973104614,-87.68944820552306,889
Buckingham Fountain,member,41.874366925355936,-87.62136862842938,885
Racine Ave & 13th St,member,41.86504486092655,-87.65697922970621,885
Western Ave & Congress Pkwy,casual,41.874698879739526,-87.68640011074746,883
Halsted St & North Branch St,casual,41.89937630043084,-87.64851970798186,882
Loomis St & Archer Ave,member,41.84163361795454,-87.65746320192045,880
Drake Ave & Montrose Ave,member,41.96115598232,-87.71659087054857,875
Wood St & Taylor St (Temp),casual,41.86930049885189,-87.67370817067739,871
Wilton Ave & Diversey Pkwy*,casual,41.932412193944636,-87.65272098361015,867
Wells St & 19th St,member,41.85679642468134,-87.63386235530706,863
May St & Cullerton St,casual,41.85522737167054,-87.65412291018562,862
Kedzie Ave & Foster Ave,member,41.975674777768695,-87.70926926841122,856
Halsted St & 21st St,casual,41.853793272715464,-87.64658226877214,847
Washtenaw Ave & Lawrence Ave,casual,41.96889272572609,-87.69615024422669,847
Racine Ave & Fullerton Ave (Temp),member,41.925157996840234,-87.65725835119527,845
Hoyne Ave & Balmoral Ave,casual,41.979881597322276,-87.68194904290284,844
Wentworth Ave & 33rd St,casual,41.83454426549881,-87.63181486497625,842
South Shore Dr & 67th St,member,41.77364930884661,-87.56747685737218,841
Oakley Ave & Irving Park Rd,casual,41.95431147735399,-87.68608063481526,839
W Washington Blvd & N Peoria St,member,41.88273910660693,-87.64997933992832,837
Western Ave & Grace St,member,41.950202658590364,-87.68894061874698,830
N Sheffield Ave & W Wellington Ave,casual,41.93727829905797,-87.6527315706884,828
Christiana Ave & Lawrence Ave,casual,41.968209785875914,-87.71179306115572,822
Francisco Ave & Montrose Ave,member,41.96053408574572,-87.70046702910759,818
Clark St & Columbia Ave,casual,42.004454955361076,-87.67239969858016,817
Glenwood Ave & Touhy Ave,casual,42.01275463112607,-87.66603908858018,817
Shields Ave & 31st St,casual,41.83844812365644,-87.6353903198405,815
Warren Park West,member,42.00179030564039,-87.68882978689655,812
Lincoln Ave & Winona St,casual,41.97487285459627,-87.69264138654658,805
Campbell Ave & Augusta Blvd,casual,41.89952554150873,-87.68947287280548,802
Wentworth Ave & 24th St,member,41.8500777390399,-87.63215053490025,802
Normal Ave & Archer Ave,member,41.849525613512505,-87.6405856013,800
Drexel Ave & 60th St,member,41.78584663278544,-87.60456703925972,797
Wood St & 35th St,member,41.830125303266335,-87.67032950570352,796
Western Ave & Howard St,member,42.01891211322825,-87.69005414491804,793
Rhodes Ave & 32nd St,casual,41.83643189055555,-87.6134804935606,792
Clark St & Touhy Ave,member,42.012567497296956,-87.67431239771574,788
California Ave & Francis Pl (Temp),member,41.91848929548346,-87.69738678961832,786
Cottage Grove Ave & 43rd St,member,41.81648581355213,-87.60659592972974,777
St. Louis Ave & Balmoral Ave,member,41.98018111386719,-87.71599262204427,768
Halsted St & 35th St,casual,41.830668681449275,-87.64714696591568,759
Drake Ave & Addison St,casual,41.9473755208839,-87.71759926825857,758
Sheridan Rd & Greenleaf Ave,casual,42.01058823542667,-87.66241244636001,750
Evanston Civic Center,member,42.05703156589023,-87.68657025065596,747
Ashland Ave & Archer Ave,casual,41.83916663903924,-87.66562143548038,739
Indiana Ave & 26th St,casual,41.845736033883625,-87.62252409546684,739
Leavitt St & Archer Ave,member,41.82875786632293,-87.68065285972862,737
N Carpenter St & W Lake St,casual,41.887118145414966,-87.6520534087619,735
Bosworth Ave & Howard St,member,42.019536552343325,-87.66952937098092,734
Blackstone Ave & 59th St,casual,41.78788922800274,-87.59047928608756,731
Prairie Ave & Garfield Blvd,member,41.79498243866758,-87.61873978603022,728
Malcolm X College,casual,41.87772440668056,-87.673874070069445,720
Smith Park,casual,41.89202638126051,-87.68939518903362,714
Troy St & Grace St,member,41.950151485407304,-87.70771594511235,712
Kedzie Ave & Leland Ave,casual,41.96668078343262,-87.70807894014185,705
Albany Ave & Montrose Ave,casual,41.96103323002849,-87.70584167551281,702
Greenwood Ave & 47th St,casual,41.80981528525108,-87.59935123393113,697
Monticello Ave & Irving Park Rd,casual,41.95399194342898,-87.7190767440746,697
Francisco Ave & Foster Ave,casual,41.975652752071944,-87.70142958997123,695
Indiana Ave & 31st St,casual,41.838823477838616,-87.62186046838617,694
Keystone Ave & Montrose Ave,member,41.96108951606628,-87.72898776681556,694
Kedzie Ave & George St,member,41.932470193817124,-87.7082418671553,689
Central Park Ave & North Ave,casual,41.90965555152838,-87.716658643508,687
N Southport Ave & W Newport Ave,casual,41.94303923769006,-87.66302242502924,684
Calumet Ave & 51st St,member,41.80227990985359,-87.61806448183016,683
Wallace St & 35th St,casual,41.83066813771596,-87.64127900518302,683
N Shore Channel Trail & Argyle St,member,41.97139404897361,-87.70178363892963,682
Dorchester Ave & 49th St,member,41.80571678581498,-87.59247541906021,681
Milwaukee Ave & Cuyler Ave,member,41.954469802752975,-87.74959241190476,672
Eastlake Ter & Howard St,casual,42.019195192995525,-87.6643198509091,671
Sawyer Ave & Irving Park Rd,member,41.95361237129657,-87.70929939137109,671
Western Ave & Grace St,casual,41.95027034338301,-87.68859601017884,671
Winchester (Ravenswood) Ave & Balmoral Ave,casual,41.97977202452773,-87.67755940518741,667
Sawyer Ave & Irving Park Rd,casual,41.95360955018377,-87.70930261589587,653
Western Ave & Gunnison St,member,41.969773443021474,-87.68971040111963,652
Central St Metra,casual,42.063751590860214,-87.69870740757297,651
Elston Ave & George St,casual,41.93268385127692,-87.69056807089231,650
Keystone Ave & Fullerton Ave,member,41.92457262080745,-87.72788063545032,644
Washtenaw Ave & Polk St,member,41.87082332934169,-87.69273648935737,638
Clinton St & Polk St,member,41.87145597058085,-87.64095007021977,637
N Paulina St & Lincoln Ave,casual,41.94258833004754,-87.67106543535658,631
California Ave & Lake St,casual,41.88446015601276,-87.69622414167463,627
Kedzie Ave & 48th Pl,casual,41.8024790532258,-87.7021430723871,620
63rd St Beach,casual,41.78092193654665,-87.57631577427169,611
Western Ave & Monroe St,casual,41.87980444500821,-87.68607873995074,609
Western Ave & 21st St,casual,41.85410227688633,-87.68575335678749,607
South Shore Dr & 71st St,casual,41.76641231438944,-87.56570153519802,606
Warren Park East,member,42.004553851983474,-87.68064798123967,605
Kedzie Ave & Bryn Mawr Ave,member,41.982242723071785,-87.70890044689482,599
Kildare Ave & Montrose Ave,member,41.96107801887395,-87.7356916857311,595
Wentworth Ave & 24th St,casual,41.8500785743771,-87.63214987112794,594
South Shore Dr & 71st St,member,41.76640941134907,-87.56569793645868,593
Calumet Ave & 35th St,casual,41.831380159712836,-87.61803843234797,592
Noble St & Milwaukee Ave (Temp),casual,41.899827275591214,-87.66149158815878,592
Knox Ave & Montrose Ave,casual,41.9606580327551,-87.74538510545918,588
Dorchester Ave & 63rd St,member,41.78040888363481,-87.59140378324233,586
Evanston Civic Center,casual,42.05703406784615,-87.68657003282051,585
Prairie Ave & Garfield Blvd,casual,41.794848954030876,-87.61873438629503,583
Francisco Ave & Montrose Ave,casual,41.96059422722892,-87.7005237692599,581
Central St & Girard Ave,member,42.064306360051724,-87.68614554506897,580
Central Park Ave & North Ave,member,41.90965500586087,-87.7166474288,575
Woodlawn Ave & Lake Park Ave,casual,41.81408944042105,-87.59700885549123,570
Kedzie Ave & Lake St,member,41.88475511876106,-87.70634255307965,565
Manor Ave & Leland Ave,casual,41.96586573042478,-87.70082981552213,565
Elmwood Ave & Austin St,member,42.025782055739754,-87.6841163289483,561
Cottage Grove Ave & Oakwood Blvd,casual,41.823089309125,-87.60714521825,560
Leavitt St & Archer Ave,casual,41.82875768533928,-87.68065261321429,560
Western Ave & Berteau Ave,member,41.958613154125,-87.688970150125,560
Western Ave & Lunt Ave,casual,42.008609473625,-87.69045340232142,560
Cottage Grove Ave & 51st St,casual,41.803025131921004,-87.60661283416518,557
Ridge Blvd & Howard St,member,42.019267298456015,-87.68453717387793,557
California Ave & Winona St,member,41.97250776084991,-87.69884325981917,553
Kedzie Ave & Foster Ave,casual,41.975672984723246,-87.70926817293358,542
Emerald Ave & 28th St,casual,41.84357970889094,-87.64540389622921,541
Keystone Ave & Fullerton Ave,casual,41.92457176424581,-87.72787977594041,537
Kedzie Ave & George St,casual,41.932913760167914,-87.70792554145523,536
Elston Ave & Henderson St,casual,41.94095570454887,-87.70053806966166,532
Elston Ave & Henderson St,member,41.94110857902913,-87.70062303844661,515
Sacramento Blvd & Addison St,casual,41.94738560147573,-87.70199881862136,515
Ridge Blvd & Touhy Ave,member,42.01213336953125,-87.68292392720703,512
Drake Ave & Montrose Ave,casual,41.961157206102364,-87.71659944783465,508
Oakley Ave & Touhy Ave,member,42.01233871094674,-87.68825045244576,507
Clinton St & Polk St,casual,41.871460856158414,-87.64092224653466,505
Prairie Ave & 43rd St,member,41.81666599852,-87.61941295780001,500
Central St & Girard Ave,casual,42.064306351068545,-87.68614497721775,496
California Ave & Lake St,member,41.884461199311744,-87.69630587852227,494
Central Park Ave & Ogden Ave,casual,41.854006260122446,-87.71499595846939,490
Dodge Ave & Church St,casual,42.04832327934292,-87.69841697735113,487
Central St Metra,member,42.0637071162268,-87.69871112084536,485
Francisco Ave & Bloomingdale Ave,casual,41.91335283641079,-87.69950424856846,482
Loomis St & Lexington St*,member,41.87217478246888,-87.66152876095435,482
Troy St & Grace St,casual,41.95017159743215,-87.70736627043841,479
Budlong Woods Library,member,41.98367295686192,-87.69642439880754,478
Rockwell St & Cermak Rd,member,41.85089863895398,-87.69033302043933,478
Dodge Ave & Church St,member,42.04831931675052,-87.69834841685534,477
2112 W Peterson Ave,member,41.99117618279411,-87.68360156460083,476
DuSable Museum,member,41.791557101673725,-87.60785306997882,472
Francisco Ave & Chicago Ave,member,41.89581411415254,-87.69864509523305,472
Cottage Grove Ave & Oakwood Blvd,member,41.822977048148935,-87.60709867221277,470
MLK Jr Dr & Pershing Rd,casual,41.82468770549145,-87.61681204980769,468
Woodlawn Ave & 58th St,casual,41.789387587713676,-87.59648408299145,468
Prairie Ave & 43rd St,casual,41.81666605087794,-87.61941333505354,467
Ashland Ave & 13th St,casual,41.86525064450644,-87.66650479534334,466
Long & Irving Park,casual,41.95170548651613,-87.761220226,465
South Shore Dr & 67th St,casual,41.77364459832972,-87.56746410167028,461
Francisco Ave & Bloomingdale Ave,member,41.912537752999995,-87.69962918373913,460
Damen Ave & Coulter St,member,41.84919440206593,-87.67564272210988,455
California Ave & 21st St,member,41.85379527814978,-87.69576079947137,454
State St & 95th St,member,41.72172098527594,-87.62283584947019,453
Kedzie Ave & Chicago Ave,member,41.89546988860619,-87.70614044860619,452
Western Ave & Berteau Ave,casual,41.958591779330355,-87.68895958535714,448
Western Ave & 24th St,member,41.84846862702461,-87.68513283375839,447
Narragansett & Wrightwood,casual,41.92874426759637,-87.7877863429932,441
Ogden Ave & Roosevelt Rd,casual,41.866144643,-87.6846771699091,440
Kedzie Ave & Lake St,casual,41.884735101290325,-87.70633666993088,434
N Shore Channel Trail & Argyle St,casual,41.97160206232558,-87.70204949306977,430
Maplewood Ave & Peterson Ave,member,41.990235456042655,-87.69336975644549,422
Wentworth Ave & 24th St (Temp),member,41.850083245805685,-87.6321527084834,422
Loomis St & Archer Ave,casual,41.84163769842857,-87.65746058661905,420
Budlong Woods Library,casual,41.98368313959427,-87.69642404350836,419
Kilbourn Ave & Irving Park Rd,member,41.95373490076739,-87.7405555123741,417
Racine Ave & 13th St,casual,41.86504500194245,-87.65697534671463,417
St. Louis Ave & Balmoral Ave,casual,41.980040611153846,-87.71587299896635,416
Shields Ave & 28th Pl,casual,41.84278184139759,-87.63549797522892,415
W Washington Blvd & N Peoria St,casual,41.88294565439614,-87.64997892115942,414
Public Rack - Kostner Ave & Armitage Ave,member,41.91877145939468,-87.73835982026634,413
Dorchester Ave & 49th St,casual,41.805785690268294,-87.59246406768293,410
University Ave & 59th St,casual,41.78787058026829,-87.59893619378049,410
Western Ave & Granville Ave,casual,41.99416984887805,-87.6894516397561,410
Kenosha & Wellington,member,41.93180392597051,-87.73153400857494,407
Western Ave & Gunnison St,casual,41.96978771997537,-87.68972783667488,406
Archer (Damen) Ave & 37th St,member,41.82671630289277,-87.68315135805486,401
MLK Jr Dr & 47th St,member,41.80984268817043,-87.61629317233083,399
Racine Ave & 35th St,casual,41.83066443676692,-87.65618884152882,399
Harlem & Irving Park,casual,41.951791950328285,-87.80842985813132,396
California Ave & Francis Pl (Temp),casual,41.918536633705585,-87.6974519081472,394
State St & 95th St,casual,41.72171396172589,-87.62283372200507,394
Cottage Grove Ave & 63rd St,casual,41.78057136263427,-87.60603395452685,391
Clark St & Jarvis Ave,casual,42.01596442452196,-87.67499970276485,387
Sacramento Blvd & Addison St,member,41.947627233298704,-87.70181305106493,385
Clark St & Touhy Ave,casual,42.012560594791665,-87.67427449140625,384
Pulaski Rd & 51st St,casual,41.800242336093746,-87.72263302815104,384
Bernard St & Elston Ave,casual,41.94993045522193,-87.71396649174935,383
Green St & Madison Ave*,member,41.881842628241465,-87.64884775083989,381
MTV Hubbard St,casual,41.88980764920844,-87.68027101192612,379
N Damen Ave & W Chicago Ave,casual,41.89657389653439,-87.67840967224868,378
Cottage Grove Ave & 47th St,casual,41.80984750039788,-87.60675137989391,377
Albany Ave & Belmont Ave,member,41.93976155611702,-87.7064509081649,376
California Ave & 21st St,casual,41.853794793128344,-87.69578201836899,374
Kildare Ave & Montrose Ave,casual,41.96107498825269,-87.73569310193548,372
Western Ave & Howard St,casual,42.01891426451613,-87.69005323217742,372
Ridge Blvd & Touhy Ave,casual,42.01212877138587,-87.68293107934782,368
Lockwood Ave & Wrightwood Ave,member,41.92897210035616,-87.75922863808219,365
Calumet Ave & 51st St,casual,41.802277774833335,-87.61806647227777,360
Warren Park West,casual,42.001789761142064,-87.68882834228413,359
Conservatory Dr & Lake St,casual,41.885500267030814,-87.7168625984874,357
Long & Irving Park,member,41.951932968879554,-87.7613838312605,357
Whipple/Irving Park,member,41.9524558277591,-87.70255506092437,357
Eggleston Ave & 69th St,member,41.768898366910115,-87.63586668615169,356
Keystone Ave & Montrose Ave,casual,41.96108208098315,-87.72898305539326,356
Sayre & Diversey,casual,41.93050625238764,-87.80052395191011,356
MLK Jr Dr & 47th St,casual,41.809845543943666,-87.6162914851831,355
Francisco Ave & Chicago Ave,casual,41.895915075480225,-87.69867839584745,354
Elmwood Ave & Austin St,casual,42.02578197883853,-87.68411706603399,353
Oakley Ave & Touhy Ave,casual,42.012335110566575,-87.68825483883853,353
Drexel Ave & 60th St,casual,41.78585018113636,-87.60457657107955,352
Washtenaw Ave & Ogden Ave,member,41.861926212664756,-87.69347794481375,349
Cottage Grove Ave & 43rd St,casual,41.8164909004023,-87.60659564614943,348
California Ave & 23rd Pl,member,41.84911946264706,-87.6951412985294,340
Halsted St & 96th St,member,41.71971693752239,-87.64294343755223,335
Campbell Ave & Irving Park Rd,casual,41.95252370336336,-87.69055819525525,333
Lincoln Ave & Balmoral Ave,member,41.97966477696696,-87.69190824156156,333
Valli Produce - Evanston Plaza,member,42.03972636372727,-87.69941892751515,330
Jeffery Blvd & 71st St,member,41.76662274349544,-87.57643683164133,329
Whipple/Irving Park,casual,41.9529848624924,-87.70311032489361,329
Princeton Ave & 47th St,member,41.80932320262997,-87.63345721272171,327
63rd St Beach,member,41.780919873209875,-87.57631673441358,324
Dodge Ave & Main St,member,42.03473189898148,-87.69916471481481,324
Campbell Ave & Irving Park Rd,member,41.952195678421056,-87.69049000795665,323
Kedzie Ave & Bryn Mawr Ave,casual,41.98224774040625,-87.70889842990626,320
Kedzie Ave & Chicago Ave,casual,41.89547228021875,-87.70613933296875,320
Halsted St & 37th St,member,41.8270795886478,-87.6457214190566,318
Kedzie Ave & 48th Pl,member,41.80223618855346,-87.70190134704403,318
Wolcott Ave & Fargo Ave,member,42.01694857022012,-87.67771614235849,318
Public Rack - Hamlin Ave & Fullerton Ave,member,41.92206459133333,-87.72062038234921,315
Pulaski Rd & Eddy St,casual,41.946277311174605,-87.73105757257143,315
Dorchester Ave & 63rd St,casual,41.78040960111465,-87.59140303761147,314
State St & 29th St,casual,41.84171066700637,-87.62694316719745,314
Valli Produce - Evanston Plaza,casual,42.03972283630573,-87.69942045828026,314
Warren Park East,casual,42.004558283280254,-87.68064299292993,314
Chicago State University,member,41.718969661602564,-87.60840056727564,312
Conservatory Dr & Lake St,member,41.88549736767974,-87.71686397362745,306
Kilbourn & Roscoe,casual,41.941436746830064,-87.73976329300653,306
Pulaski Rd & 51st St,member,41.80022500029412,-87.72246125745097,306
California Ave & 23rd Pl,casual,41.849123745803276,-87.69514030409836,305
Public Rack - Racine Ave & 109th Pl,member,41.69201148032787,-87.65112601868853,305
May St & 69th St,member,41.768951435666665,-87.65294150053333,300
Princeton Ave & 47th St,casual,41.80932886449664,-87.63346060060402,298
Racine Ave & Fullerton Ave (Temp),casual,41.925193449115646,-87.65738312996598,294
2112 W Peterson Ave,casual,41.991169209795224,-87.68360122460751,293
Kostner Ave & Wrightwood Ave,member,41.92872581047945,-87.73752035393835,292
Public Rack - Washtenaw Ave & Superior St,member,41.8929902794863,-87.69477046482876,292
Central Park Ave & Ogden Ave,member,41.85395532621993,-87.71511816738831,291
Milwaukee Ave & Cuyler Ave,casual,41.95446912982699,-87.74959477823529,289
Albany Ave & Belmont Ave,casual,41.93979596552083,-87.70694329871527,288
Normal Ave & Archer Ave,casual,41.84952757407017,-87.640585684,285
Kilbourn Ave & Milwaukee Ave,member,41.94706711165493,-87.73998820922536,284
Ridge Blvd & Howard St,casual,42.019262984859154,-87.68454429105634,284
Western Ave & 24th St,casual,41.8484675803169,-87.68513601042254,284
Kilbourn Ave & Irving Park Rd,casual,41.95373515558304,-87.74054800632508,283
Public Rack - Kostner Ave & Armitage Ave,casual,41.91860835422939,-87.73815163362006,279
Jeffery Blvd & 67th St,casual,41.77351680678701,-87.57725724938628,277
Ping Tom Park (East),casual,41.85845000077491,-87.63174072114391,271
Dodge Ave & Mulford St,member,42.02355332808989,-87.69960927602996,267
Dodge Ave & Mulford St,casual,42.02359104575188,-87.69961517063909,266
Lincoln Ave & Balmoral Ave,casual,41.979620269849626,-87.6921717662782,266
DuSable Museum,casual,41.7915550284151,-87.60785592207547,265
Princeton Ave & Garfield Blvd,member,41.79498050658915,-87.63312303515504,258
Damen Ave & Coulter St,casual,41.8491929340625,-87.67564215328125,256
Lincoln Ave & Peterson Ave,casual,41.990146391102364,-87.7091676077559,254
N Clark St & W Elm St,member,41.902000137,-87.63111851012,250
Central Park Ave & 24th St,casual,41.84809802167347,-87.71509659836735,245
Lincoln Ave & Peterson Ave,member,41.990148274876034,-87.70913309330578,242
Washtenaw Ave & Ogden Ave,casual,41.86197570946058,-87.69330002024897,241
Austin Blvd & Madison St,member,41.88028919854167,-87.774470124375,240
Lavergne & Fullerton,casual,41.92203700295359,-87.75060440236287,237
Ashland Ave & McDowell Ave,member,41.80886928758474,-87.66453729694915,236
Central Ave & Chicago Ave,member,41.89495996334746,-87.7649061679661,236
Archer (Damen) Ave & 37th St,casual,41.82671315846154,-87.6831511126923,234
Elizabeth St & 59th St,member,41.78985195965665,-87.6546989107296,233
Rockwell St & Cermak Rd,casual,41.85089876974249,-87.6903344823176,233
Ashland Ave & 50th St,member,41.803009794698276,-87.66469598715517,232
Kilbourn Ave & Milwaukee Ave,casual,41.94706912137931,-87.73998563961207,232
Western Ave & 111th St,casual,41.69121063930736,-87.68129690696969,231
Cottage Grove Ave & 83rd St,member,41.74344691773913,-87.60484487691305,230
Eberhart Ave & 61st St,casual,41.78409255842795,-87.61449507676856,229
Narragansett & Irving Park,member,41.951562666622806,-87.78723545232457,228
Perry Ave & 69th St,casual,41.769281193201756,-87.62821536495615,228
Burnham Greenway & 112th St,casual,41.69176956681416,-87.53044867057523,226
Kilpatrick Ave & Parker Ave,member,41.930412163422226,-87.74221342457777,225
Stony Island Ave & 71st St,member,41.766488279288886,-87.5864626679111,225
Washtenaw Ave & Polk St,casual,41.87070683835555,-87.69235784555555,225
Lincolnwood Dr & Central St,casual,42.06480587918919,-87.71531254716217,222
Cottage Grove Ave & 67th St,member,41.77373155556561,-87.60564739366515,221
Wood St & 35th St,casual,41.83012158144796,-87.6703253762896,221
Kedzie Ave & 110th St,casual,41.69239537392694,-87.70095836333334,219
Austin Blvd & Lake St,casual,41.887935017706425,-87.7744054121101,218
Halsted St & 37th St,casual,41.82706956908257,-87.64571964454129,218
South Shore Dr & 74th St,member,41.762209096834866,-87.55924462894495,218
Stony Island Ave & 75th St,member,41.75867196986175,-87.58689270751152,217
Public Rack - Pulaski Rd & Armitage Ave,member,41.91814739544186,-87.72815510506977,215
Sacramento Blvd & Franklin Blvd,member,41.89052490390698,-87.70263425046512,215
State St & 79th St,casual,41.75079066466981,-87.6244365734434,212
